UCL_Array1,UCL_Array2,UCL_Array3,UCL_Array4,UCL_Array5,UCL_Array6,UCL_Array7,UCL_Array8,UCL_Array9,UCL_Array10,UCL_Array11,UCL_Array12,UCL_Array13,UCL_Array14,UCL_Array15
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
0.0120900708468816,0.00659360683684051,0.0073230161416304,0.00189976915156491,0.00524494795202492,0.00542763939932202,0.0064731596983927,0.00188717083943419,0.00650818679560387,0.0108880641598081,0.00366085113143634,0.00626516605966102,0.0151210561163215,0.00873382493773339,0.00443725126770113
