Dist_Array1,Dist_Array2,Dist_Array3,Dist_Array4,Dist_Array5,Dist_Array6,Dist_Array7,Dist_Array8,Dist_Array9,Dist_Array10,Dist_Array11,Dist_Array12,Dist_Array13,Dist_Array14,Dist_Array15,Dist_Array16,Dist_Array17,Dist_Array18
3.31554287613814e-06,0.0514764175264808,0.0390479779595609,0.00176950445653401,6.00847584459368e-06,0.00270427668751804,0,0,2.58447875188451e-05,2.58447875188451e-05,2.2404105758851e-07,5.96730954210562e-06,0,5.96730954210562e-06,0,4.41965315214453e-06,0.00142665981245924,0.000564240150672657
2.98685925917645e-06,0.0538775953890619,0.265934568353967,0.00186879804770552,2.23654710319592e-06,0.00185434584591844,0,0,1.59897854960887e-05,1.59897854960887e-05,6.91644094495277e-08,2.21912162461803e-06,0,2.21912162461803e-06,0,1.364404826196e-06,0.000767135361293332,0.000709573738929117
4.08107950175454e-06,0.0618224029466952,0.124212872088128,0.00273092676428052,6.29506649123078e-06,0.00328274203698022,0,0,2.90427446180638e-05,2.90427446180638e-05,2.31461648386127e-07,6.24324097833965e-06,0,6.24324097833965e-06,0,4.56603898812687e-06,0.00158489452288081,0.00070615489845848
6.08508016148161e-06,0.381170244918016,0.0938022592453724,0.0036374188851076,3.25495841225529e-06,0.015504893095605,0,0,5.89797725412782e-06,5.89797725412782e-06,7.06485276090511e-08,1.79090214968849e-06,0,1.79090214968849e-06,0,1.39368199339247e-06,0.00877190714426258,0.000425761985807513
0.0237881431109003,0.768432642487047,1.2168845919733,0.0194558054596198,1.70772586745636e-06,0.00165488903628512,0,0,3.41530371370159e-06,3.41530371370159e-06,2.94724867069238e-08,0.183336786505943,0,0.183336786505943,0,6.80990601841242e-07,0.00538530628750768,0.000975311189648625
0.101493283062892,1.39875959939937,17.4107469629621,0.068292569661314,3.42650215321968e-06,0.0198532710497509,0.365004695287853,0,1.82029583407265e-05,1.2382997534817e-05,0.254814866819601,0.157766598866031,0.113703602471956,0.0348188930378299,0,3.68902734762841e-06,0.0219831056314458,0.00235782192449054
0.203214853085833,3.37231813774083,0.243760699466679,0.238076694934082,2.15911572180546e-05,0.00249136492480266,0.583500814192077,0,8.19755321540284e-05,7.96073055092547e-05,0.517952056762674,0.206856582842082,0.413014499817462,0.0616996953996777,0,8.55785456718026e-07,0.0469369358603238,0.0018141144285797
0.232451416476798,1.51731302357051,0.299405367621964,0.124174632528849,0.00810239287543047,0.00591053455908538,0.347428910389401,0,6.52176248456026e-06,0,0.201055445059974,0.0873784209338253,0.474197572075515,0.0110514759654258,0,5.78700067160977e-07,0.0351461306428725,5.30700515877628e-05
0.165845687889377,3.82755709188413,0.285118353819843,0.128941090255394,0.0105355189193962,0.000375120553966384,0.347139499438851,0,0.000812524316358964,0,0.143946691096503,0.0447155303246004,0.2636249559215,0.00290013773398987,0,5.19125097954983e-07,0.0238043283730207,7.4550880789568e-05
0.165314870614501,1.88903217432386,0.301806472113829,0.11405642431276,0.014117397510159,0.00654316891392346,0.347109437868781,0,0.00347775198674594,0,0.143836830513415,0.0446543006007109,0.264140934594184,0.00288982194498281,0,2.0499510755553e-07,0.0348148645000546,0.000892044700257652
0.213077395215826,1.58541862327285,0.276700230418103,0.137696883915002,0.173931472816134,0.00472035523955126,0.346811952112117,0,0.000122340843242528,0,0.143482284615568,0.0444801819600003,0.265195374430765,0.00285980141497485,0,1.44734016743235e-05,0.0527292766548246,0.00168419651090527
0.162152317822921,2.23819636283331,0.292036231296738,0.124847307201959,0.00702783470683909,0.0146562643473857,0.346510625016581,0,1.04315844049145e-05,0,0.124225530215394,0.0334596930959265,0.313403365741966,0.00160251871139505,0,0.27704143979892,0.0760319848866204,0.00103273644104994
0.178606218904111,1.49231438044279,0.306707510199997,0.184433980110861,0.00303457184946053,0.0193688093259661,0.350815040149047,0,0.000633077932400588,0,0.118284596192318,0.0296172969372984,0.359880326232459,0.00125815180711424,0,0.198903154181726,0.041351303234132,0.00255361315502523
0.126132432135539,1.9322351430348,0.293761729152809,0.129745057161021,0.00198767218363958,0.00493902725719069,0.351024876586422,0,0.00147371772145608,0,0.0846006427948265,0.0151460079622528,0.199885818084332,0.000329725226570585,0,0.198766988599726,0.0178520806294821,0.00515863135576607
0.154847896507493,1.5744731776288,0.372203554121268,0.103947529801537,0.00050015734494693,0.0103797140411811,0.351682499172589,0,9.89369386789925e-05,0,0.128101873330438,0.0348171286518416,0.246261650218712,0.00173684023005183,0,0.535410377790052,0.0197660961500574,0.000252860809138132
0.104853783311405,1.51577617594422,0.267341658875449,0.136767770174879,0.00206557079141514,0.00252167239597358,0.351058479968299,0,0.00187358826197071,0,0.0588444825893751,0.00733167183715659,0.1675715042259,7.71668141549816e-05,0,0.297985075479048,0.0168898822089765,0.00188765837397332
0.161780223399187,1.33223806379059,0.346397492857535,0.123785337308036,0.00174524183785103,0.00659038688755554,0.350858675636153,0,0.00045994884465551,0,0.135285389603002,0.0387433782443548,0.252800650773841,0.00215382087662056,0,0.357477026327206,0.0284589578255083,4.43687513801432e-05
0.127391668176642,3.37742228424241,0.304737184560557,0.0743169123639339,0.010080134478029,0.0194006690136845,0.350926282392283,0,0.000157476816052214,0,0.0846916034214518,0.0151693706518346,0.19981876569972,0.000331110994338837,0,0.198541631533799,0.0649423333317874,0.00350942051667875
0.0204577222356716,1.53933264589554,0.414442473478307,0.00157569034000987,0.198930095085791,1.25490518580061e-05,0.266251195167535,0,7.24072910119398e-06,0,0.013971458357224,1.38070619923707e-06,0.125494899082898,0.000981970944100522,0,0.224406935354695,0.00265383602813663,0.153681281963746
0.0792156636255888,1.80008649038433,0.439979478893862,0.0112377930565518,0.198941347518661,1.49505598107926e-05,0.266252542016322,0,3.68293875270625e-06,0,0.0195548063048266,5.57397437477091e-06,0.225900176322362,0.00192397534633948,0,0.22440700962992,0.0187439476132614,0.151864695995102
0.149943185319762,1.54800138967936,0.331830195179791,3.0089814612595e-05,0.198973894137529,8.45797571677856e-05,0.266160921378107,0,5.65789559136899e-05,0,0.0304409788859922,3.22307508682586e-05,0.185222545817038,0.00466865167862676,0,0.404066870599457,0.0113677614941001,0.0776691835580163
0.0563284052173971,1.47186052837851,0.307495919378408,0.00140060540315126,0.198880198351175,0.000266597412409334,0.266369928880485,0,1.08219603064361e-05,0,0.0139910803539067,1.38785928441883e-06,0.125516933906699,0.000984234666458109,0,0.2243280337876,0.00429601910601584,0.022268687634219
0.0563664108638273,2.21663130241027,0.29466302776459,0.00166885069578773,0.198823469358226,0.000323146908697826,0.266353683550083,0,4.94769292687636e-05,0,0.0139923689324788,1.66581220342949e-06,0.125506113058415,0.000984355986770084,0,0.224329564980236,0.0117750417656416,0.0215640949455766
0.0563363660923119,1.61558008089482,0.376584348884153,0.000428979270973351,0.198945507501136,0.000173328417942192,0.26609912300158,0,3.21698712177503e-06,0,0.0139598724689529,1.70915368061118e-06,0.125504755882462,0.00098047013857612,0,0.224459617624211,0.0106579811908987,0.0198244070951935
0.0563278600354991,1.49737068103907,0.298863654610659,0.000626068293477937,0.198945755502846,0.000234782938512793,0.265983355310079,0,0.000116454933808256,0,0.013965592329904,1.71915941757407e-06,0.125487727657003,0.00098094374059973,0,0.224460133180856,0.00690111736784702,0.0207892751976366
0.0562513351222015,1.48869203596861,0.302783348353049,0.00191868362286781,0.199166714153837,0.000565063321377421,0.265734374997786,0,0.000109360463358049,0,0.0139284793444992,1.70754668277885e-06,0.125470585455739,0.000976666262627825,0,0.224604164242833,0.0141820950742345,0.0221590597212533
0.0561118015536452,2.08989401654577,0.289602755056317,0.000524469726190959,0.199367172619299,0.000450640554513169,0.265520651535228,0,0.000115579924052575,0,0.0138866646149476,1.69032725381595e-06,0.125473246514669,0.000971944119395535,0,0.224750509398691,0.0160760543499928,0.0221826528287909
0.056101608044605,1.59829031830649,0.301834373457872,0.00274861390134605,0.19924010955303,0.00051174601365013,0.265591609009063,0,0.000400545407396462,0,0.0139100083956648,1.69496895003292e-06,0.12545513483331,0.000974570157873845,0,0.22467826709919,0.0121615746406639,0.0200524391031109
0.0832157754454688,1.59556482463194,0.2988347504227,0.00407869104985615,0.198846285426943,0.00127710408245071,0.265950293059364,0,9.15603938706396e-05,0,0.0305224582573377,3.16977239243279e-05,0.185092351075532,0.00468536560592717,0,0.403862432139427,0.0124944224396803,0.0621185008429863
0.056411642234664,1.61183845673805,0.31883311725117,7.86662218723948e-05,0.198549522284774,0.000880598270969249,0.266257435970279,0,8.05914426886747e-07,0,0.0140605416390779,1.41094272135316e-06,0.125451613910674,0.000991662358573113,0,0.224138553123988,0.0243521303128459,0.0345590877664053
0.05650774477296,1.61597343479124,0.276792007081166,0.000171826968473746,0.198535238225953,0.000196961125470067,0.266374475461261,0,9.67097312264097e-07,0,0.0140537814333207,1.69139077441107e-06,0.125485900424334,0.000991008518558317,0,0.224138549106051,0.0315931118935116,0.0330809622428524
0.0571216746788527,1.37911933887951,0.256031335516255,0.000700208091979358,0.198522453329797,0.00544184704916251,0.266480821894241,0,0.000968779302878421,0,0.0140508706021265,1.74700823426561e-06,0.125511368359216,0.000990794974953873,0,0.224129271916479,0.0203545660971235,0.0369150988394646
0.107569604422031,1.48345279351721,0.191929599101689,0.0016733827737913,0.0176935216278168,0.363710455132074,0.195384824193403,0,0.0047240663048157,0,0.0171691636002475,6.86775569350584e-06,0.167579107797515,0.00213477612940755,0,0.298612800744155,0.0287476510759434,0.0801874873732297
0.0988900976739653,1.4818463033199,0.253611651451266,0.00205086354389085,0.00228327824978563,0.362830626857351,0.195343632627136,0,0.00111552991228008,0,0.0171633173247786,7.79986581099552e-06,0.167549017477123,0.00212556994612832,0,0.299865281002198,0.0229118785676888,0.104803510383329
0.104377196972179,1.4282553054918,0.208423006740995,0.00110959732452517,0.012951938540656,0.362255875976581,0.195213990533915,0,0.0013891001864617,0,0.0172379651982778,8.04291748816943e-06,0.167348810260942,0.0021363465945651,0,0.299960338643893,0.0089700064236237,0.00261388596224706
0.101472160382403,2.01402344824521,0.267784661745752,0.000286267322312425,0.013758107990043,0.36322507480232,0.195169906402145,0,0.002816480732477,0,0.0171224431787048,7.99550965615629e-06,0.167535014840132,0.00211997981597483,0,0.299986882091665,0.0097437201161349,0.00247824504342821
0.0988910965692403,3.47442339310045,0.292781980617379,0.000268551612060065,0.00128430322549051,0.364261437038204,0.195189197059751,0,0.001020006456893,0,0.0170563491221565,7.97747578717183e-06,0.167696064297505,0.00211493232507423,0,0.29932297563467,0.0437606595505936,0.00209604789842868
0.0991972621344362,1.70507521850542,0.309293076914302,0.000696468197614815,0.000120940700313812,0.36441866582112,0.19524868461166,0,0.000115845853505052,0,0.0171208618961253,8.09364811679782e-06,0.167662452289945,0.00213037791298443,0,0.298328703405616,0.0172038359202751,0.00232835409569448
0.0993532492318921,1.50444156399667,0.286348453332538,0.000209830558657031,6.35281963286092e-05,0.364276703774248,0.195303467276075,0,4.73644302306384e-05,0,0.0171771056065904,8.19697824980801e-06,0.167616647064544,0.00214138940706174,0,0.297832535067772,0.00592325426556519,0.0021653287576503
0.0993268668179191,1.62692072641648,0.282586844778107,0.000407115997242478,0.000296626262223895,0.36425789182255,0.195305396292267,0,0.000224448305675169,0,0.0171799079000909,8.22044594999293e-06,0.167599826260086,0.00214186279466335,0,0.297833368311219,0.00723977736757253,0.00234853344199878
0.0991563120198039,1.48235939275438,0.28700743429168,0.000372664922350875,0.000483074189513688,0.364316910303312,0.195263059089662,0,0.000232438665649242,0,0.0171251427644034,8.14060099433004e-06,0.167654957090108,0.00213042523139538,0,0.298404778056171,0.010573055760271,0.00215256758283782
0.0990639605744684,1.58170727841922,0.274057820518789,9.76435325553078e-05,6.56780810816424e-05,0.36430054895808,0.195238172772243,0,2.2308902222425e-06,0,0.0170926278228413,8.07003054458438e-06,0.167640171539553,0.00212323351651582,0,0.298834507094884,0.0181997276795836,0.127363079848675
0.0991278378105376,5.8621693471716,0.305088836190468,0.000694297732752661,0.00033870164432885,0.364303748628616,0.195241275144161,0,0.000332491878723007,0,0.0170932115216776,8.05723788863959e-06,0.167617739917106,0.00212343361900721,0,0.298838449569411,0.02157406054559,0.0905043794485421
0.0993186400223417,1.49380471912293,0.313695442861386,0.00265008111846064,0.000287729254573787,0.364244795200684,0.195291994713907,0,0.00023239359934776,0,0.0171282370096847,8.10797583677705e-06,0.1676137536404,0.00213054785557405,0,0.298459513719212,0.0195251884252534,0.0777711576042217
0.0995963221750932,1.93228980532593,0.30372168536053,0.00198823627137742,0.000149820278207872,0.36403327738725,0.19537993685871,0,2.23865118579657e-06,0,0.0172058031027814,8.22797367904468e-06,0.167532653258414,0.00214563532233101,0,0.297799663514348,0.00608198035011534,0.113709311685894
0.0996718835274681,1.55830000477531,0.377256755130468,0.000679092728025176,9.08521713108095e-05,0.363945654699424,0.195397412300567,0,1.25364466404623e-06,0,0.0172153862304434,8.2603188947093e-06,0.167510421277506,0.00214695506294679,0,0.297798402004202,0.00420448079391858,0.069738408434246
0.0996889237381928,1.46983227197741,0.290605305855343,0.000190240531119089,0.00129851274969787,0.363906774344118,0.195398806894189,0,0.000198080799931998,0,0.0172249084085697,8.27849570740161e-06,0.167464019184437,0.00214868753895348,0,0.297764274794966,0.0164074792366029,0.140813370035099
0.179799093782286,1.51931632981193,0.320687890460986,0.000449732356748963,0.000117956533116552,0.363649276174488,0.195444730027622,0,8.96869935137048e-08,0,0.0172977425644323,8.37839442272751e-06,0.167260309496679,0.00216232155636952,0,0.297331702766031,0.195873869702346,1.60606036920242
0.179542709906409,2.72386571859189,0.313475876929679,0.000540104339573332,0.00152696982259119,0.363763977816471,0.195410737917536,0,0.000150781773495275,0,0.0172894009172633,8.39322330635527e-06,0.167222397355134,0.00216158398280477,0,0.297334010840802,0.347448502469942,0.209734315848251
0.115543220329029,1.0876450222848,0.345525390247246,0.000275358230111257,0.000365737540677772,0.364036337618881,0.195356007820607,0,4.7386407826999e-05,0,0.0172232197640027,8.31153873599349e-06,0.167393068349147,0.00214945464289486,0,0.297694404321023,0.432518997393768,0.260657361336541
0.115499766737664,1.06191095463468,0.363684829563331,0.000953457388756947,0.000145791790846902,0.36421285879067,0.195330180775892,0,0.000342794528303136,0,0.0172023908424571,8.27657935980412e-06,0.167454224007618,0.0021464783742905,0,0.297694928579243,0.0230403223600835,0.125385292024448
0.0993680903981856,2.57952729929987,0.30844676023886,0.00256285545629391,0.000229821561535606,0.364405839627011,0.195257898728053,0,0.000214586736756659,0,0.0171220636886771,8.1546423152579e-06,0.167580199904153,0.00213058811827423,0,0.298372261229824,0.198121934920374,0.139133854755336
0.125520538506932,1.03138570812717,0.288560073783764,0.00222409461807036,4.32878815494755e-05,0.36451166509191,0.195195135815014,0,3.22140548091789e-05,0,0.0170731466216075,8.0585976815149e-06,0.167627313184694,0.00212083645147699,0,0.298835998133638,0.194881430109464,0.107867419514543
0.125437356563262,1.31376402684701,0.298115015771159,0.000681835473957187,1.6131873868823e-05,0.364487952231301,0.195195525875258,0,3.86568657710146e-05,0,0.0170770369048291,8.04327265313191e-06,0.167601595977047,0.00212152282734035,0,0.298834688526803,0.0566392203204399,0.0843393830077386
0.0990092967015279,1.53855002254042,0.351044278471251,0.000217178899229741,6.50878099341331e-06,0.364493652240885,0.195179822788418,0,9.15817700211472e-06,0,0.0170578456133857,8.00966276534992e-06,0.167650309820391,0.00211734323054347,0,0.299037859638436,0.0360411669993345,0.0730763056146855
0.0989975795982142,1.61738142372334,0.307216464089987,0.000233986667027946,8.82234889333872e-06,0.364495225809067,0.195177410140722,0,2.46587768716315e-05,0,0.0170553752121474,7.99909960809059e-06,0.167661122462237,0.0021167973305088,0,0.299059506244703,0.01768976434835,0.0735049192112569
0.0990339480923562,1.45623393517926,0.315492619853632,0.000124167769620754,1.81511486107905e-05,0.364501510579991,0.195180697601152,0,5.02093400458491e-06,0,0.0170571930459897,8.00065259029339e-06,0.167663863170628,0.00211723282471253,0,0.299025825889833,0.0118035914948398,0.080309176347296
0.178241906187269,2.14285661571463,0.302179120748634,2.92044325755667e-05,3.1518129926478e-05,0.364534144556942,0.195180293010117,0,1.80704506554536e-06,0,0.01706286443142,8.01270724677402e-06,0.167638508992304,0.00211879835889565,0,0.298932495994012,0.206773461784263,0.0371345049192121
0.178341382879925,1.50504670672248,0.296517582331171,0.000990159385938791,9.22658348391237e-05,0.364556750545737,0.195177960625441,0,9.74995468709935e-05,0,0.0170573221570701,8.0083893716542e-06,0.167662245083852,0.00211775874208117,0,0.298956521973336,0.0229442311444739,0.139502142019275
0.0992168496206964,2.03160877999306,0.30004174720076,0.00205780038284872,5.09838560200246e-05,0.364531568339841,0.195205953294683,0,6.03464744625517e-05,0,0.0170793322186702,8.04166322622736e-06,0.167639589451046,0.00212233573173018,0,0.298719779627083,0.0243674175776061,0.0695298322802338
0.0993504118357082,1.68827102947853,0.303483650404273,0.000765862246737145,6.65116278708182e-06,0.364490086587528,0.19523756280609,0,3.21667524446732e-06,0,0.0171067408075412,8.08982392850179e-06,0.16760558515011,0.00212797207076525,0,0.298444935562352,0.00786817121577891,0.0606227175254956
0.0993533075818784,1.59853433349366,0.284004096542579,0.000391036368642241,1.46315269553786e-05,0.364490086587528,0.19523756280609,0,1.00074340938987e-06,0,0.0171069518399362,8.09976473915104e-06,0.167601483846808,0.00212802995305006,0,0.298444940040309,0.00811154494403665,0.0642895345860174
0.0993442999521558,1.44701490095105,0.293617154456445,0.000348782717133716,5.46839720524457e-06,0.364518324585108,0.195233833466377,0,5.92036145591764e-06,0,0.0171128763040522,8.11342930390863e-06,0.167575662900154,0.00212959361394882,0,0.298357233967052,0.0262912178025207,0.0531344200962248
0.125817791942974,1.51767655074511,0.241717981298385,0.000216126455599557,2.17340883423089e-05,0.364526659666001,0.195229156798769,0,1.86987799541808e-05,0,0.0171065173535958,8.10658517899388e-06,0.167591002060449,0.00212826291587691,0,0.298417111708186,0.0326685635061063,0.0226595177150375
0.0993236261617585,1.58498657118177,0.287900298365568,0.000291742430026989,7.09822562788076e-05,0.364503691378338,0.195229380501003,0,5.52016168106255e-05,0,0.0171039908318078,8.099110914245e-06,0.167593783138842,0.00212751441063277,0,0.298473761727108,0.0202978230582155,0.0262484064448186
0.0992014002299252,1.48084352102206,0.25158555080221,0.000462439751290542,7.65568925118666e-06,0.364521732833343,0.195208508295529,0,1.08021355643456e-05,0,0.0170821721285626,8.06345127174136e-06,0.167623475373921,0.00212291731699602,0,0.298706366666667,0.022801980719946,0.0227488407645089
0.0991977012270706,2.10887522390526,0.3241237724893,0.000138740150012086,2.20260430351606e-05,0.364521732833343,0.195208508295529,0,2.96389174162206e-06,0,0.0170821702156798,8.05631654727904e-06,0.167623512588895,0.00212291679767028,0,0.298706943290961,0.0167981586427487,0.0250378292622949
0.0992009323744046,1.56212169656388,0.299004221119349,0.000330664120407586,5.42237111353346e-05,0.364499168806397,0.195204576856031,0,4.37846197307492e-05,0,0.0170745625313481,8.04062244809937e-06,0.167634310807881,0.0021210456882216,0,0.29882244707166,0.0118586412993729,0.024938343129542
0.0992782229441468,1.4904032613719,0.280263408771787,0.000287922474402348,8.26985801263352e-05,0.364460645279678,0.195220505926468,0,8.75692394614983e-06,0,0.0170791813543552,8.04230608467221e-06,0.167646637057328,0.00212170869715318,0,0.298796707202752,0.0226266392330542,0.010394073841832
