Dist_Array1,Dist_Array2,Dist_Array3,Dist_Array4,Dist_Array5,Dist_Array6,Dist_Array7,Dist_Array8,Dist_Array9,Dist_Array10,Dist_Array11,Dist_Array12,Dist_Array13,Dist_Array14,Dist_Array15,Dist_Array16,Dist_Array17,Dist_Array18,Dist_Array19,Dist_Array20,Dist_Array21,Dist_Array22,Dist_Array23,Dist_Array24,Dist_Array25,Dist_Array26,Dist_Array27,Dist_Array28,Dist_Array29,Dist_Array30,Dist_Array31,Dist_Array32,Dist_Array33,Dist_Array34,Dist_Array35,Dist_Array36,Dist_Array37,Dist_Array38,Dist_Array39,Dist_Array40,Dist_Array41,Dist_Array42,Dist_Array43,Dist_Array44,Dist_Array45,Dist_Array46,Dist_Array47,Dist_Array48,Dist_Array49,Dist_Array50,Dist_Array51,Dist_Array52,Dist_Array53,Dist_Array54,Dist_Array55,Dist_Array56,Dist_Array57,Dist_Array58,Dist_Array59,Dist_Array60,Dist_Array61,Dist_Array62,Dist_Array63,Dist_Array64,Dist_Array65,Dist_Array66,Dist_Array67,Dist_Array68,Dist_Array69,Dist_Array70,Dist_Array71,Dist_Array72,Dist_Array73,Dist_Array74,Dist_Array75,Dist_Array76,Dist_Array77,Dist_Array78,Dist_Array79,Dist_Array80,Dist_Array81,Dist_Array82,Dist_Array83,Dist_Array84,Dist_Array85,Dist_Array86,Dist_Array87,Dist_Array88,Dist_Array89,Dist_Array90,Dist_Array91,Dist_Array92,Dist_Array93,Dist_Array94,Dist_Array95,Dist_Array96,Dist_Array97,Dist_Array98,Dist_Array99,Dist_Array100
0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.104,0.113931473151751,0.119540229885057,0.0151578947368421,0.00207388185036069,0.139236359375,0.0159200272672807,0.0196620583717358,0.00914285714285714,0.00110344827586207,0.0163265306122449,0.0511488511488512,0.00274914089347079,0.13207940233463,0.0108108108108108,0.0167808219178082,0.0989690721649484,0.0514289656737589,0.0304487437212868,0.00975134080936129,0.0195840901640624,0.00440140845070423,0,0.000130376969556769,0.000542372881355932,0.000704225352112675,0,0.00274914089347079,0.0163265306122449,0.0908461780434099,0.0219178082191781,0.0924428641975309,0.0211209751984245,0.00408163265306122,0.000105216648920353,0.0432432432432432,0.0653061224489796,0.0107023411371237,0.0214765100671141,0.0107023411371237,0.00975134080936129,0.0151578947368421,0.0520833333333333,0.00156021452949781,0.0421052631578947,0.0256379623931624,0.0214765100671141,0.0653061224489796,0.00408163265306122,0.0323232323232323,0.0333793103448276,0.00201278439969669,0.00689655172413794,0.00808080808080808,0.00808080808080808,0.119014084507042,0.0320440472479684,0.0323232323232323,0.00216949152542373,0.0304487437212868,0.00867796610169492,0.00402642340358604,0.00134228187919463,0.0168918918918919,0.0163265306122449,0.00168067226890757,0.0333333333333333,0.0213028169014084,0.0256739409499358,0.036734693877551,0.0433039895111444,0.0123309216734822,0.00975134080936129,0.0027027027027027,0,0.00267558528428094,0.0198225186776871,0.00108695652173913,0.0168918918918919,0.00156021452949781,0.00547945205479452,0,0,0.0653061224489796,0.00914285714285714,0.00267558528428094,0.00267558528428094,0.0214765100671141,0.00536912751677852,0.000542372881355932,0.01875,0.0370025746420344,0.140027521508197
0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0208,0.0336189794552529,0.026737400530504,0.00976842105263158,0.0265457494197175,0.041441021875,0.053860162037086,0.0088479262672811,0.0161142857142857,0.0137379310344828,0.00326530612244898,0.0344055944055944,0.00329896907216495,0.0372485652918288,0.019054054054054,0.0119178082191781,0.0445360824742268,0.0409457053265789,0.054127573803359,0.00819112627986348,0.0307306111362608,0.00158450704225352,0.00833333333333333,0.0507781513132471,0.0087864406779661,0.00454225352112676,0,0.00329896907216495,0.0073469387755102,0.0486190625983014,0.00986301369863014,0.128164763315697,0.0214410964481356,0.00489795918367347,0.0293652450391858,0.0194594594594595,0.0293877551020408,0.00481605351170569,0.00966442953020134,0.00481605351170569,0.00819112627986348,0.00976842105263158,0.01875,0.000702096538274012,0.0151578947368421,0.00817836269606936,0.00966442953020134,0.0293877551020408,0.00489795918367347,0.0145454545454545,0.0110896551724138,0.0930272515542237,0.0148965517241379,0.00161616161616162,0.0096969696969697,0.053556338028169,0.054872166423589,0.0145454545454545,0.0270101694915254,0.054127573803359,0.0152949152542373,0.00105693614344133,0.00563758389261745,0.00405405405405405,0.0073469387755102,0.000441176470588237,0.015,0.00443661971830986,0.0554557124518614,0.0114285714285714,0.0160029968158831,0.00347279018559295,0.00819112627986348,0.00121621621621622,0,0.00321070234113712,0.0527117703481354,0.000217391304347826,0.0141891891891892,0.00187225743539737,0.00143835616438356,0,0,0.0293877551020408,0.0024,0.0112374581939799,0.00321070234113712,0.00966442953020134,0.00241610738255034,0.0087864406779661,0.00375,0.00754505623560233,0.0303784793979283
0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00416,0.00681900503501945,0.164498673740053,0.0036378947368421,0.0293314392456456,0.021881954375,0.0614481889910471,0.00668509984639017,0.00379428571428571,0.00964413793103449,0.0169795918367347,0.0118761238761239,0.000659793814432989,0.0182823978832685,0.00448648648648648,0.00375342465753425,0.0336494845360825,0.0114481667323202,0.0588633398197735,0.00202827888834715,0.0229055208479418,0.00894366197183099,0.01,0.0592748128644683,0.0153166101694915,0.00953521126760564,0,0.000659793814432989,0.00555102040816327,0.0258295061340044,0.00745205479452055,0.13530914313933,0.030649592191763,0.000979591836734694,0.0123974328080091,0.0147027027027027,0.0222040816326531,0.00363879598662207,0.00730201342281879,0.00363879598662207,0.00202827888834715,0.00363789473684211,0.0225,0.000530472940029254,0.0181894736842105,0.00911462414316548,0.00730201342281879,0.0222040816326531,0.000979591836734694,0.010989898989899,0.0157351724137931,0.0327023432767853,0.00408275862068965,0.00840404040404041,0.00193939393939394,0.0404647887323944,0.0144345653467268,0.010989898989899,0.0189613559322034,0.0588633398197735,0.00360135593220339,0.00650267379679144,0.00246979865771812,0.0116216216216216,0.00555102040816327,0.00271428571428571,0.0113333333333333,0.0184929577464789,0.015198973042362,0.0186122448979592,0.0181846787787975,0.00698584460522177,0.00202827888834715,0.000918918918918919,0,0.0113444816053512,0.0592896206822251,0.00113043478260869,0.00351351351351351,0.0066153096050707,0.00884931506849315,0,0,0.0222040816326531,0.0147657142857143,0.00492307692307692,0.0113444816053512,0.00730201342281879,0.0018255033557047,0.0153166101694915,0.0195,0.0432814490266047,0.110947243010733
0.0083150239927569,0.000831999999999999,0.000831999999999999,0.000831999999999999,0.000831999999999999,0.000831999999999999,0.000831999999999999,0.0869858461538462,0.732760225180353,0.0328997347480106,0.00241178947368421,0.0329581800477107,0.137979890099872,0.254965794381839,0.0209990783410138,0.0180445714285714,0.0154460689655172,0.0197224489795918,0.0415360639360639,0.000131958762886598,0.186356563604969,0.00157297297297297,0.00931232876712329,0.0314721649484536,0.080121492217792,0.217649351073677,0.00664651389566065,0.0392845524454504,0.0104154929577465,0.00408333333333333,0.833313457076142,0.00360569491525424,0.0316605633802817,0.01632,0.0248742268041237,0.0174367346938776,0.0356157282164203,0.0357369863013699,0.0688711073580247,0.166934481353031,0.00427755102040816,0.0318236882710035,0.00361621621621622,0.0207673469387755,0.00340334448160535,0.00280268456375839,0.00340334448160535,0.000795709410043881,0.0276749473684211,0.02325,0.00166630911750366,0.0053221052631579,0.116021023026731,0.00280268456375839,0.00444081632653061,0.00427755102040816,0.0021979797979798,0.00425048275862069,0.15016118696084,0.0284027586206897,0.00976161616161616,0.00846868686868687,0.00826901408450704,0.0388150682871772,0.0021979797979798,0.017351593220339,0.254300138413127,0.00288976271186441,0.0174062283737024,0.0662657718120805,0.003,0.0174367346938776,0.108105882352941,0.0106,0.00440281690140845,0.00505263157894737,0.00780408163265306,0.0186210151713804,0.00240377477194086,0.00196587030716723,0.043427027027027,0,0.00494448160535117,0.107172478193505,0.00457391304347826,0.00137837837837838,0.00756392003900536,0.0236876712328767,0.01632,0,0.0207673469387755,0.027096,0.0678742474916388,0.00494448160535117,0.00682953020134228,0.00573422818791946,0.0166226440677966,0.02265,0.0390460996431636,1.06812632868517
0.00166300479855138,0.0001664,0.0001664,0.0001664,0.0001664,0.0001664,0.0001664,0.132952724786325,0.0984049914428746,0.0773138107869143,0.0425876210526316,0.0419314175698258,0.0443174139703876,0.00431806060606061,0.0152597235023041,0.0208946285714286,0.0306754206896552,0.0202710204081633,0.047468051948052,0.0247686597938144,0.0383680101516141,0.0111254054054054,0.00734191780821918,0.0310367010309278,0.019964548749193,0.0395562065454546,0.00757016089712336,0.0367568154725314,0.0107098591549296,0.0029,0.0264651240805945,0.0142804610169492,0.0194635991592195,0.0297932877524898,0.00135363790186125,0.0198138775510204,0.0375729726329034,0.0157090410958904,0.0674504119477954,0.00850913655672149,0.0171820408163265,0.0357089393636024,0.0115340540540541,0.02048,0.0113830100334448,0.0059296644295302,0.0113830100334448,0.0766096538274013,0.0297448364348869,0.0379833333333333,0.0194458898098489,0.0162223157894737,0.020253329549289,0.0059296644295302,0.017214693877551,0.0171820408163265,0.00852040404040404,0.0143673379310345,0.0869709582549643,0.00408163265306122,0.0100331313131313,0.00977454545454546,0.0192594366197183,0.0452143482065742,0.00852040404040404,0.0170296406779661,0,0.0141372745762712,0.10628772565643,0.071115910805479,0.0174918918918919,0.00756897959183673,0.193372112956381,0.0354533333333333,0.0306340845070423,0.0227409499358151,0.00564244897959184,0.018708282449897,0.0309305819440076,0.00663403217942467,0.0266225156229476,0,0.00366448160535117,0.0767646339091848,0.110186752114104,0.0110864864864865,0.0206254119941492,0.00402010050251256,0.0502849030849031,0.00808,0.02048,0.00899062857142857,0.00796469939327082,0.011691237458194,0.00673503355704698,0.00651597315436242,0.0168838508474576,0.00661333333333333,0.00838738515741451,0.319442114941659
0.00398244046948559,3.328e-05,3.328e-05,3.328e-05,3.328e-05,3.328e-05,3.328e-05,0.120541961961314,0.046157124365964,0.183463989339466,0.00408163265306122,0.028593199349551,0.0481929668554157,0.0106584851291761,0.0113852780337942,0.0158135970348209,0.00691236113560219,0.00405420408163265,0.0108472482914716,0.0121827411167513,0.0419012834785183,0.0103058891618892,0.0353093311081751,0.00620734020618557,0.045237652754961,0.0329385930169635,0.0133970472177123,0.217422400871583,0.0131385354048691,0.0295955440414508,0.00941176766703493,0.00285609220338983,1.04322440881398,0.0492602383315662,0.0016243654822335,0.00798287601271664,0.0115346950290932,0.0455695317497161,0.0212025545743589,0.167762118298578,0.00402010050251256,0.0192068036369006,0.00662085888685505,0.0222440104127929,0.00227660200668896,0.0052060333884186,0.00227660200668896,0.0451470822599541,0.206635247546615,0.00759666666666667,0.0121827411167513,0.0033667339558709,0.0648145006690797,0.00623579108735147,0.0136068128318534,0.00352313992119292,0.0287449868613325,0.00404147766611567,0.0437472387773622,0.0171428571428571,0.00200662626262626,0.00597500959342165,0.00910372500826128,0.0249232139989235,0.00572418131059337,0.00340592813559322,0.01632,0.00409962461789193,0.107330762737651,0.0437935306478125,0.0356226070997638,0.198498720541483,0.11197676468194,0.015424,0.0144601502347418,0.00464327286843625,0.00514859029843093,0.00649079738345019,0.0121827411167513,0.00909323973903937,0.0288319215727205,0,0.0047529968235828,0.0843981722613452,0.0833518687427279,0.0022172972972973,0.00402010050251256,0.00482412060301508,0.0135060366901337,0.0361967213114754,0.004096,0.0511184777794374,0.285855885916573,0.102840760054453,0.0013470067114094,0.00532329513338505,0.00337677016949152,0.00132266666666667,0.00334331532639863,0.133168185975033
0.00473231697090246,6.65599999999999e-06,6.65599999999999e-06,6.65599999999999e-06,6.65599999999999e-06,6.65599999999999e-06,6.65599999999999e-06,0.0578023543442892,0.0295117034202316,0.0758232326505019,0.0375510204081633,0.017140969588253,0.0273694419596389,0.0298424672868352,0.00286920956678844,0.0141592829808473,0.00465736216301292,0.0171308408163265,0.0102494496582943,0.01632,0.0473362025260264,0.0060812783348904,0.0151342358875184,0.00932146804123711,0.0130793537856999,0.0303877186033927,0.00267940944354247,0.104934573296392,0.00537684797444461,0.228764805414552,0.164991648064999,0.000571218440677966,0.0222759655979226,0.0479842938346533,0.0365057776190598,0.00967657520254333,0.00230693900581865,0.00402010050251256,0.00826061141738434,0.0217239785762037,0.00482412060301508,0.0119221688081882,0.00435096507518585,0.0207753326948035,0.00447542090385036,0.00506130718019628,0.0249505848171327,0.014892290258527,0.18659211510106,0.0055394338358459,0.0449208423951103,0.00191593290041421,0.00917202176360225,0.0111618200811866,0.00929806490854534,0.0453907077049032,0.0202215480810143,0.00162880835373596,0.124199901124841,0.00744867193108399,0.000401325252525252,0.00119500191868433,0.00188238382164449,0.00580515562029751,0.00516493676463124,0.000681185627118644,0.0237768205128205,0.0409588365125095,0.0234554221060082,0.0117107289175711,0.0292057878181034,0.032184915849795,0.0724618394841462,0.0140813635738832,0.0350406280108705,0.00131719269899079,0.00511135071274741,0.00129815947669004,0.00379018612521151,0.016610249326686,0.240391264406096,0,0.000950599364716559,0.178589320521535,0.975435671707866,0.00446355996197202,0.00482412060301508,0.000964824120603015,0.000255998298896585,0.0169230769230769,0.0008192,0.0219077973235331,0,0.127598723945193,0.000269401342281879,0.00914465902667701,0.000675354033898305,0.00434616598639456,0.000675735208165222,0.799710204399574
0.000946463394180493,1.3312e-06,1.3312e-06,1.3312e-06,1.3312e-06,1.3312e-06,1.3312e-06,0.0218938042021912,0.0104183274430227,0.0159851593506132,0.0120011894134503,0.00690994818614742,0.0060121906693605,0.0189501912724096,0.00731068401862085,0.0692933950577079,0.00630059994938111,0.0197461681632653,0.00606999043417143,0.0417582670220982,0.00946724050520529,0.00929625566697808,0.280696442713504,0.00994429360824742,0.00661632410941234,0.0157827683407572,0.0077647975513591,0.0139598122945098,0.00219581777416063,0.0588338632734872,0.170879135056095,0.000895732179496482,0.0833687208584711,0.0276259143708792,0.00989903392381013,0.0182553150405087,0.00046138780116373,0.00482412060301508,0.00753272329870529,0.0311678173722566,0.017284824120603,0.0111681558943059,0.0171901930150372,0.0122350665389607,0.101397596743584,0.0342922614360393,0.005615828074102,0.0351189834936061,0.0728044370502534,0.280163712919286,0.0722115246100655,0.00120369940059566,0.00692033768605378,0.0355123640162373,0.00993961298170907,0.00502565024347166,0.0407790034937539,0.0125085027874985,0.0776453842550627,0.00550983488872936,0.00816026505050505,0.000239000383736866,0.00570586240459537,0.00175318508408911,0.00911298735292625,0.000136237125423729,0.00521024878219024,0.382338986529595,0.0302122905027933,0.00277852813951811,0.0276479023362663,0.0166044335081974,0.140080702041912,0.00281627271477663,0.116652795652936,0.0170462492250479,0.00237590804441073,0.00718242441280645,0.0254780372250423,0.0114028579461453,0.251802080278337,0,0.00827011987294331,0.0313297267109612,0.0788746878267082,0.00491281249490697,0.00904482412060302,0.000192964824120603,0.000487140516903944,0,0.00016384,0.0432283213220057,0.26976303871439,0.0546117256113792,5.38802684563758e-05,0.0018289318053354,0.000135070806779661,0.000869233197278911,0.007357158345277,0.322044215567452
0.000189292678836098,2.6624e-07,2.6624e-07,2.6624e-07,2.6624e-07,2.6624e-07,2.6624e-07,0.0108787608404382,0.0180709866269605,0.150135807380327,0.0568562061023697,0.00230659002709303,0.00300820308958471,0.0148155781217945,0.00314634733003996,0.0161648177553846,0.0374410245124893,0.00487650109136068,0.0335372304100666,0.12134772911781,0.0104142019454161,0.00587935163590818,0.0208068321141404,0.00505498518340612,0.0133793365306739,0.00853049613854061,0.0449243141446546,0.0185133853264739,0.000459509952248133,0.102965015544109,0.00145814162400875,0.000179146435899296,0.0676209301993367,0.000414319443425045,0.00984605521549268,0.0076711635106143,9.22775602327459e-05,0.00904482412060302,0.207894855236125,0.0613285799636558,0.121989505730836,0.0103136311788612,0.0197580386030074,0.00244701330779214,0.00816667010274945,0.0820248733451884,0.0463555111986383,0.00331947707715945,0.012660220380171,0.0272615215066972,0.0315783340205482,0.0422005998709756,0.00414258605572928,0.112498563086689,0.0100679225963418,0.0110046211322114,0.0151497482441442,0.00250170055749969,0.0279167087356396,0.0174219669777459,0.00163205301010101,4.78000767473732e-05,0.0198911724809191,0.0080221347297048,0.00990259747058525,2.72474250847457e-05,0.0165275720728674,0.0208083168094018,0.163300064027975,0.139086464779218,0.0427591018665327,0.038169727829524,0.265036819963908,0.0460156744634604,0.0460074603100466,0.0236897127449415,0.00449528211139471,0.00882110026717668,0.0210196020941734,0.00630067209174162,0.0133280916374834,0,0.00165402397458866,0.0254287501638839,0.0350315508187833,0.000982562498981393,0.0018089648241206,3.85929648241206e-05,0.000560986385108562,0.00654289040078282,3.2768e-05,0.00862143921148058,0.0120869976359338,0.0259925380044004,0.0163307760536913,0.00438588686357964,2.70141613559322e-05,0.0324970789626881,0.0275759792693701,0.119568646490594
3.78585357672197e-05,5.32479999999999e-08,5.32479999999999e-08,5.32479999999999e-08,5.32479999999999e-08,5.32479999999999e-08,5.32479999999999e-08,0.0101757521680876,0.0234573805043034,0.0341087941291266,0.0982856416865393,0.0124605180054186,0.00447794680863366,0.0138788779045077,0.00204413780141179,0.175299969975278,0.00860788621000143,0.017301830830517,0.0107275465845259,0.395398178519362,0.00639752559435974,0.00925667840798972,0.0576632982620725,0.00909180511748931,0.00301459532643047,0.020171106163966,0.0142189621604891,0.0401485631872849,0.0750919019904496,0.0348721857709442,0.000291628324801749,0.0323590616104122,0.00235864721558396,0.0420772308904597,0.00147272727272727,0.0137169738188741,1.84555120465492e-05,0.0018089648241206,0.051211865551885,0.00892303763971263,0.0499053814402649,0.00323305482066501,0.0122836456500279,0.00525609770140986,0.00588415049339196,0.0307885594714754,0.017246818671645,0.0123283623900657,0.0475158017226136,0.0341556282827919,0.0947697899319794,0.0125217526272563,0.00604390182653047,0.0256986130801135,0.00366192130529145,0.00560499973638143,0.00494244537986515,0.00908032399066336,0.0320258410656985,0.00750449389806174,0.00759179909848842,9.56001534947464e-06,0.0234692141107641,0.0222467373696765,0.0381614240167301,5.44948501694915e-06,0.00757432579807051,0.0290762677247615,0.0129103262833383,0.0267163295893031,0.00293233254716405,0.0286708190908692,0.294978337343316,0.0172839429735002,0.0341617429021693,0.076176173013588,0.0137165632608878,0.00440266709493511,0.044105219356479,0.00934094249915641,0.013743292766662,0,0.00671988752733613,0.0449710723963406,0.141394885736523,0.00827732058060436,0.00500395930911812,7.71859296482411e-06,0.0368743065562731,0,6.55359999999999e-06,0.0988140876552944,0.0192735884685943,0.0221273636379545,0.00326615521073825,0.00489727787522849,0.00808540283227119,0.00829055232515981,0.00584591102543251,1.18101783758805
7.57170715344394e-06,1.06496e-08,1.06496e-08,1.06496e-08,1.06496e-08,1.06496e-08,1.06496e-08,0.0171375658925547,0.0157804312759625,0.0170517830389004,0.0227588126313402,0.0144913036010837,0.00249211947584171,0.015614418730684,0.00170606785933426,0.194757935177671,0.158056447877138,0.0148193925352718,0.0168094604370681,0.237925407385299,0.0307270769149242,0.00993214376240603,0.0292921333025073,0.00989916910430594,0.00756217488453023,0.0255922261820938,0.00682405724701458,0.0690385387102195,0.150209211551566,0.0586347156409478,0.00902760563557284,0.0479132740064651,0.00547695699869763,0.00161877023082891,0.00429454545454545,0.0142395908753556,3.69110240930983e-06,0.00332353710303885,0.0614516678739327,0.00179389268677677,0.106785454749871,0.00872741904494108,0.0187832597422505,0.00426407094590446,0.020882134714063,0.1035779216988,0.0139842944286702,0.0866549569279861,0.0508119703079979,0.0552477195544598,0.139786671446849,0.0116927394168327,0.003794042270068,0.0426723038408419,0.00881319234186637,0.00138607969810514,0.00612543049911548,0.0223288853109532,0.0350540651462287,0.0143713475518393,0.00446248829075824,1.91200306989493e-06,0.0277391103118648,0.0341814131610572,0.0157130928841541,1.08989700338983e-06,0.0149363191504631,0.107413843355217,0.0288047197764398,0.0422339682842341,0.0104837368266045,0.0262319490507916,0.235093240140262,0.0108414039793154,0.0291657113150216,0.015514351024794,0.00341898832785323,0.00276177974467779,0.00820263763466249,0.0140509296165826,0.0314626032545619,0,0.00428810597652778,0.0800125881750644,0.167778299127711,0.00973627219692895,0.00434807219655166,1.54371859296482e-06,0.0646583466186859,0,1.31072e-06,0.130574511112661,0,0,0.000923136575211078,0.000979455575045698,0.00969708056645424,0.00974530048240678,0.00124400361179345,0.101077013172284
1.51434143068879e-06,2.12991999999999e-09,2.12991999999999e-09,2.12991999999999e-09,2.12991999999999e-09,2.12991999999999e-09,2.12991999999999e-09,0.0245059521899275,0.437824640861455,0.00363874293023593,0.04096619571123,0.00823159405355008,0.00781679937088131,0.0115684312227242,0.0190912135718669,0.143521114676522,0.0110485458047196,0.0391447830296674,0.0155446332041649,0.0158183724288151,0.0135515338791263,0.00600652925499377,0.0307151254647943,0.00599993432337375,0.00598312916397951,0.123494333682861,0.0124138365892696,0.226147664331653,0.108549010134651,0.243582302975729,0.228588913735661,0.0124696859504132,0.00968641385670133,0.0288347238126397,0.00783890909090909,0.00686801867758367,7.38220481861967e-07,0.00468480792312033,0.172936974197139,0.000358778537355355,0.0908963342132106,0.0098262918897963,0.0115407532886374,0.000852814189180892,0.00334020400613075,0.00775943633516007,0.00873617781639171,0.05775568300097,0.0668942790459849,0.0628056995097797,0.0751136094383746,0.0132319235104445,0.00917567661324567,0.0538136968447017,0.00984344654918136,0.0595432522849413,0.00333146557725083,0.0463663472629392,0.01444585475997,0.0351975018336002,0.000892497658151648,3.82400613978985e-07,0.296456912971464,0.0109179152852727,0.00492684820401657,2.17979400677966e-07,0.00309508901850591,0.180813984325911,0.0340110651631418,0.0321593933002036,0.0316713096057307,0.0212443118880804,0.0952792568315912,0.00226484375793194,0.153470358692266,0.0118818117705597,0.00470389816808321,0.000949030862760541,0.109064555764964,0.00683028642582907,0.295278556458143,0.00808,0.000857621195305556,0.093825142223567,0.158544277907781,0.00567362214419902,0.000869614439310331,3.08743718592964e-07,0.0860237651835945,0.00402010050251256,0.008080262144,3.40646459263222e-08,0,0.01632,0.0082654353958503,0.00019589111500914,0.00802167314361053,0.00225130534691314,0.0107306418732867,0.0986021832414994
3.02868286137757e-07,4.25983999999999e-10,4.25983999999999e-10,4.25983999999999e-10,4.25983999999999e-10,4.25983999999999e-10,4.25983999999999e-10,0.0133240327787367,0.294019218762535,0.000727748586047185,0.0985961747612979,0.0097271268915181,0.00292676579854109,0.00231368624454483,0.00441039667440298,0.100509612728195,0.0461171491217042,0.00879395820186834,0.00310892664083298,0.177246554018465,0.00678346892556768,0.0175213058509988,0.37819553690188,0.00119998686467475,0.00428924990534328,0,0.0681486418509293,0.0456219230026558,0.050281328116658,0.0168542677381155,0.00279681027433928,0.045440376450131,0.00344071940388462,0.0121827411167513,0.00816409829237818,0.0260936037355167,1.47644096372393e-07,0.282166176182722,0.0113313592969738,0.00142539360933232,0.106526199020147,0.00598535888047182,0.0186281506577275,0.000170562837836178,0.00726228107674883,0.00726595478064363,0.0280733352844569,0.0113058073386253,0.0325171570461511,0.0420078407281168,0.07837667145331,0.0145949466264711,0.0211485733819429,0.0108324932639455,0.00598878981234883,0.00457777007109416,0.00434513766789661,0.0481040140424947,0.00300777518794725,0.0676173704938972,0.00017849953163033,7.64801227957971e-08,0.0850668041877023,0.0102635830570545,0.00100031908714823,0.0163200435958801,0.00869901780370118,0.0515055140956585,0.0113816911455855,0.040173583456548,0.0322358201600087,0.0208470030937162,0.0722499623307988,0.0133531641376032,0.0225147487460585,0.0665529763959551,0.00273565679214914,0.00154344407441336,0.016234742102751,0.0176860572851658,0.111771405975904,0.325628140703518,0.00825152423906111,0.320518187290082,0.137887026355821,0.0011347244288398,0.00825392288786207,6.17487437185929e-08,0.0692157305935262,0.0121537623750655,0.0096960524288,0.0110288106426811,0.00385001850970437,0.0141789852631579,0.00344796423770256,0.0163591782230018,0.0339275669519544,0.00853106915019071,0.0047202439425326,1.08516025874325
6.05736572275514e-08,8.51967999999998e-11,8.51967999999998e-11,8.51967999999998e-11,8.51967999999998e-11,8.51967999999998e-11,8.51967999999998e-11,0.0122290488252968,0.0908783581639488,0.000357398095311319,0.0515932086594585,0.0581687218535149,0.00451582911633082,0.011252910518386,0.0077030445115771,0.273708403593002,0.0970321472880257,0.0422947345697007,0.000621785328166595,0.314799062282669,0.00851806556463091,0.0198242611701998,0.150459967599678,0.00537621115048137,0.0181884214684826,0.00649684022125073,0.00814169543477648,0.176601992778481,0.320092186251327,0.135625585703035,0.011036343938417,0.263181921540403,0.00501911416776826,0,0.0206942041594324,0.00521872074710335,2.95288192744787e-08,0.0135345061886925,0.00345637806144555,0.00216600685714632,0.0676122413349608,0.0259170717760944,0.00372563013154549,3.41125675672357e-05,0.0376333607379628,0.0074679283886641,0,0.0112485629600565,0.0621636666892572,0.0267041629100215,0.125110081469206,0.0396536832028452,0.0102978598531517,0.0129989919167346,0.00119775796246977,0.00549332408531299,0.0735963002608521,0.0143951666426146,0.00500740199357644,0.0278662670936433,0.00811569990632607,0.00808001529602456,0.0675377031961917,0.00774814984634753,0.00544805937468208,0.011344008719176,0.00295921968543537,0.0223765242654558,0.0453508059369032,0.139233062966097,0.043238203690335,0.013175421741887,0.0282325185797035,0.0170468103692994,0.13239437650112,0.0201238785662631,0.00862793943923791,0.0043903214679439,0.120241246661293,0.0116172114570332,0.0951005231435432,0.0230163046677456,0.00973030484781222,0.024946978814812,0.0422999028752146,0.00830694488576796,0.00165078457757241,1.23497487437186e-08,0.00543595887949007,0.0168108800229783,0.00303391405738415,0.0598450360925301,0.0427700037019409,0.0109166051334397,0.101192105410355,0.000128122986338305,0.0132238595770958,0.00305985173189939,0.0109101019200273,0.264696325795559
1.21147314455103e-08,1.70393599999999e-11,1.70393599999999e-11,1.70393599999999e-11,1.70393599999999e-11,1.70393599999999e-11,1.70393599999999e-11,0.0103946442350043,0.0766147536724639,0.0352823321509299,0.045782802675074,0.164525001763171,0.0560086198302496,0.00417378823263561,0.0115704377447614,0.0362619216156353,0.0898307739391097,0.0166831463303314,0.0164443570656333,0.0994563955509242,0.0594173281906163,0.0697350459740538,0.045908666942142,0.0457613219507608,0.027895904823231,0.0113201816001012,0.00279159819751687,0.0420907595552472,0.0204102750855146,0.0268473214478081,0.00735508060167207,0.0323340109235569,0.0190644332637049,0,0.0572367522790862,0.0147515917356815,0.0163200059057639,0.00836783212139831,0.0152225792215667,0.0027203010538201,0.0421716766749724,0.0304228979037403,0.000854254680893461,0.00808682251351345,0.00149517213440062,0.00228144426127458,0.0250747302392103,0.0111172678446883,0.00742756391855768,0.0053581079467321,0.0611081594329753,0.0497433547222487,0.00409998072599809,0.0029203146980634,0.000239551592493953,0.0068773082889115,0.0281134787472459,0.00482295946763406,0.00290616900376248,0.000458694680564314,0.0263431399812652,0.0348960030592049,0.0177589880333355,0.0103035582567255,0.0091704199557445,0.0103496098246433,0.0329150762603194,0.0152658461567728,0.0053550941010825,0.253997154003111,0.0321470033018461,0.0160653802063656,0.00400849408733538,0.00657028161408977,0.0533477388832489,0.0376523503244338,0.00172558788784758,0.00495969694665,0.00234453915814456,0.120475779588782,0.05088,0.00439532182861922,0.0722738535208934,0.0402037737023989,0.0126040253963059,0.0263813889771536,0.0706579494668454,0.00808000246994975,0.0428648088234258,0.0112445645479798,0.00868759089228491,0.036609295806458,0.0511058616327586,0.0330641734706462,0.0194388835109931,0.328223801938579,0.0750919850979072,0.0169385009586248,0.00910485822405388,0.135011896177666
